# Full, machine-readable Table 2 from Stahl et al. 2019
# Photometry of 93 SNe Ia
#
# NULL values are denoted by 99.999
#
# ---------------------------------------------------------------------------------------------------------
SN       MJD       B      EB       V      EV       R      ER       I      EI   CLEAR  ECLEAR   system
 2007kk  54394.40  18.403   0.060  17.933   0.053  17.784   0.070  18.133   0.147  99.999  99.999    kait4
 2007kk  54396.40  18.580   0.099  18.006   0.054  17.950   0.075  18.260   0.130  99.999  99.999    kait4
 2007kk  54398.33  18.943   0.243  17.970   0.149  18.008   0.173  18.132   0.193  99.999  99.999    kait4
 2007kk  54401.15  19.213   0.171  18.282   0.086  18.066   0.090  17.963   0.100  99.999  99.999  nickel1
 2007kk  54403.50  19.491   0.497  18.475   0.126  17.999   0.111  18.070   0.145  99.999  99.999    kait4
 2007kk  54406.50  19.531   0.150  18.481   0.096  18.107   0.095  18.034   0.137  99.999  99.999    kait4
 2007kk  54409.41  19.929   0.142  18.596   0.071  18.098   0.065  18.082   0.103  99.999  99.999    kait4
 2007kk  54412.39  20.325   0.190  18.765   0.095  18.145   0.069  18.079   0.093  99.999  99.999    kait4
 2007kk  54414.17  20.466   0.134  19.106   0.091  18.282   0.062  18.091   0.062  99.999  99.999  nickel1
 2007kk  54416.47  20.858   0.435  19.079   0.212  18.454   0.210  18.143   0.142  99.999  99.999    kait4
 2007kk  54430.09  21.025   0.319  19.687   0.131  18.963   0.069  18.650   0.076  99.999  99.999  nickel1
 2007kk  54449.08  21.518   0.241  20.142   0.124  19.609   0.129  19.777   0.373  99.999  99.999  nickel1
  2008Y  54505.41  18.464   0.073  18.579   0.113  18.271   0.122  18.934   0.375  99.999  99.999    kait4
  2008Y  54509.06  18.909   0.035  18.494   0.048  18.301   0.049  18.728   0.103  99.999  99.999  nickel1
  2008Y  54512.09  19.144   0.043  18.632   0.061  18.451   0.075  18.948   0.128  99.999  99.999  nickel1
  2008Y  54529.97  21.120   0.192  19.893   0.169  19.047   0.087  18.998   0.087  99.999  99.999  nickel1
  2008Y  54567.99  22.075   0.315  20.748   0.291  20.592   0.322  20.372   0.207  99.999  99.999  nickel1
 2008dh  54635.18  17.396   0.028  17.213   0.020  17.177   0.026  17.568   0.042  99.999  99.999  nickel1
 2008dh  54642.19  18.153   0.044  17.585   0.018  17.660   0.025  17.865   0.055  99.999  99.999  nickel1
 2008dh  54653.15  19.294   0.057  18.255   0.031  17.863   0.028  17.763   0.048  99.999  99.999  nickel1
 2008dh  54655.14  19.426   0.040  18.356   0.026  17.887   0.026  17.774   0.031  99.999  99.999  nickel1
 2008dh  54658.15  19.642   0.043  18.526   0.031  18.027   0.031  17.793   0.031  99.999  99.999  nickel1
 2008dh  54672.12  20.227   0.149  19.344   0.100  18.828   0.083  18.740   0.118  99.999  99.999  nickel1
 2008dh  54677.11  20.341   0.105  19.307   0.090  18.986   0.104  18.833   0.100  99.999  99.999  nickel1
 2008dh  54686.11  20.278   0.157  19.617   0.102  19.268   0.426  19.161   0.158  99.999  99.999  nickel1
 2008dh  54690.11  20.423   0.075  19.612   0.062  19.149   0.108  19.243   0.104  99.999  99.999  nickel1
 2008dh  54694.20  20.301   0.307  19.826   0.264  19.579   0.139  19.352   0.274  99.999  99.999  nickel1
 2008dh  54708.12  20.723   0.121  20.307   0.203  19.960   0.155  19.912   0.267  99.999  99.999  nickel1
 2008dh  54714.12  20.841   0.097  20.054   0.092  20.031   0.125  20.212   0.194  99.999  99.999  nickel1
 2008ds  54645.47  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.700   0.033    kait4
 2008ds  54646.47  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.574   0.024    kait4
 2008ds  54647.46  15.613   0.012  15.630   0.010  15.593   0.012  15.744   0.018  15.501   0.010    kait4
 2008ds  54650.47  15.503   0.014  15.487   0.010  15.475   0.013  15.766   0.016  99.999  99.999    kait4
 2008ds  54653.13  15.483   0.009  15.474   0.005  15.413   0.006  15.756   0.008  99.999  99.999  nickel1
 2008ds  54653.44  15.492   0.018  15.470   0.010  15.435   0.011  15.828   0.017  99.999  99.999    kait4
 2008ds  54655.13  15.570   0.008  15.512   0.006  15.451   0.007  15.826   0.009  99.999  99.999  nickel1
 2008ds  54655.48  15.567   0.016  15.507   0.012  15.467   0.015  15.925   0.023  99.999  99.999    kait4
 2008ds  54658.13  15.704   0.008  15.606   0.006  15.542   0.006  15.962   0.008  99.999  99.999  nickel1
 2008ds  54662.16  15.995   0.012  15.773   0.005  99.999  99.999  99.999  99.999  99.999  99.999  nickel1
 2008ds  54662.44  16.011   0.015  15.770   0.014  15.810   0.016  16.341   0.022  99.999  99.999    kait4
 2008ds  54666.42  16.370   0.025  16.022   0.018  16.094   0.017  16.587   0.033  99.999  99.999    kait4
 2008ds  54671.38  16.903   0.049  16.322   0.046  16.278   0.069  16.581   0.124  99.999  99.999    kait4
 2008ds  54672.08  16.988   0.015  16.311   0.009  16.245   0.009  16.420   0.014  99.999  99.999  nickel1
 2008ds  54672.45  16.955   0.046  16.323   0.040  16.308   0.053  16.596   0.091  99.999  99.999    kait4
 2008ds  54673.44  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.322   0.027    kait4
 2008ds  54674.47  17.194   0.026  16.374   0.015  16.264   0.018  16.485   0.027  99.999  99.999    kait4
 2008ds  54677.43  17.438   0.025  16.511   0.015  16.289   0.016  16.430   0.019  99.999  99.999    kait4
 2008ds  54680.48  17.693   0.027  16.635   0.018  16.329   0.014  16.349   0.019  99.999  99.999    kait4
 2008ds  54683.44  17.905   0.043  16.776   0.026  16.432   0.020  16.368   0.029  16.543   0.027    kait4
 2008ds  54686.43  18.119   0.034  16.924   0.017  16.531   0.017  16.384   0.023  99.999  99.999    kait4
 2008ds  54692.44  18.438   0.058  17.261   0.029  16.842   0.026  16.667   0.026  99.999  99.999    kait4
 2008ds  54694.10  18.502   0.136  17.270   0.070  16.918   0.072  16.706   0.028  99.999  99.999  nickel1
 2008ds  54695.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.135   0.097    kait4
 2008ds  54697.42  18.325   0.175  17.522   0.086  17.052   0.054  16.952   0.062  99.999  99.999    kait4
 2008ds  54702.36  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.412   0.055    kait4
 2008ds  54708.16  18.668   0.032  17.806   0.015  17.487   0.016  17.433   0.018  99.999  99.999  nickel1
 2008ds  54714.14  18.751   0.045  17.951   0.017  17.673   0.014  17.686   0.016  99.999  99.999  nickel1
 2008ds  54719.06  18.786   0.054  18.088   0.023  17.833   0.025  17.874   0.039  99.999  99.999  nickel1
 2008ds  54720.05  18.878   0.053  18.149   0.033  17.867   0.036  17.902   0.048  99.999  99.999  nickel1
 2008ds  54720.31  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.954   0.118    kait4
 2008ds  54736.08  19.015   0.035  18.527   0.026  18.328   0.029  18.568   0.054  99.999  99.999  nickel1
 2008ds  54740.00  19.145   0.026  18.568   0.027  18.472   0.034  18.602   0.041  99.999  99.999  nickel1
 2008ds  54746.97  19.204   0.027  18.771   0.023  18.649   0.031  18.945   0.058  99.999  99.999  nickel1
 2008ds  54750.95  19.266   0.183  18.715   0.132  18.688   0.445  18.835   0.795  99.999  99.999  nickel1
 2008ds  54755.32  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.934   0.273    kait4
 2008ds  54775.34  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.024   0.452    kait4
 2008ds  54803.19  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.998   0.431    kait4
 2008ds  54830.15  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.090   0.513    kait4
 2008eg  54672.20  17.020   0.020  17.192   0.031  99.999  99.999  17.286   0.048  99.999  99.999  nickel1
 2008eg  54681.19  17.998   0.025  17.427   0.015  17.419   0.019  17.567   0.029  99.999  99.999  nickel1
 2008eg  54690.21  19.035   0.050  18.067   0.029  17.606   0.030  17.350   0.025  99.999  99.999  nickel1
 2008eg  54697.48  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.592   0.515    kait4
 2008eg  54708.14  19.527   0.053  19.074   0.049  18.839   0.060  18.533   0.062  99.999  99.999  nickel1
 2008eg  54714.16  19.771   0.069  19.228   0.059  18.982   0.063  18.801   0.083  99.999  99.999  nickel1
 2008eg  54746.43  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.139   0.485    kait4
 2008ek  54676.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.900   0.138    kait4
 2008ek  54677.19  20.488   0.302  18.989   0.113  18.674   0.102  18.352   0.107  99.999  99.999    kait4
 2008ek  54679.19  20.536   0.341  19.091   0.134  18.669   0.108  18.437   0.118  99.999  99.999    kait4
 2008ek  54680.97  20.855   0.265  19.147   0.070  18.712   0.074  18.462   0.114  99.999  99.999  nickel1
 2008ek  54689.93  21.920   0.399  20.214   0.157  19.335   0.132  18.955   0.096  99.999  99.999  nickel1
 2008ek  54696.19  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.859   0.382    kait4
 2008ek  54701.16  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.834   0.359    kait4
 2008ek  54707.90  21.873   0.368  20.456   0.207  21.577   0.554  20.209   0.234  99.999  99.999  nickel1
 2008ek  54711.89  21.768   0.222  20.816   0.235  21.494   0.634  20.763   0.459  99.999  99.999  nickel1
 2008ek  54714.15  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.301   0.626    kait4
 2008eo  54687.44  15.626   0.026  15.485   0.012  15.401   0.016  15.713   0.023  99.999  99.999    kait4
 2008eo  54690.13  15.616   0.011  15.438   0.006  15.295   0.008  15.657   0.008  99.999  99.999  nickel1
 2008eo  54692.46  15.764   0.018  15.503   0.012  15.420   0.014  15.880   0.021  99.999  99.999    kait4
 2008eo  54694.39  15.930   0.040  15.619   0.034  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2008eo  54696.40  16.034   0.025  15.659   0.016  15.650   0.018  16.137   0.032  99.999  99.999    kait4
 2008eo  54698.19  16.098   0.014  15.703   0.009  15.701   0.010  16.040   0.012  99.999  99.999  nickel1
 2008eo  54699.45  16.303   0.081  15.736   0.071  15.785   0.097  16.212   0.173  99.999  99.999    kait4
 2008eo  54701.41  16.445   0.020  15.950   0.016  16.000   0.016  16.392   0.033  99.999  99.999    kait4
 2008eo  54703.39  16.656   0.024  16.060   0.017  16.122   0.018  16.475   0.028  99.999  99.999    kait4
 2008eo  54705.38  16.870   0.023  16.147   0.017  16.159   0.019  16.484   0.028  99.999  99.999    kait4
 2008eo  54707.40  17.066   0.026  16.224   0.015  16.184   0.018  16.430   0.029  99.999  99.999    kait4
 2008eo  54708.21  17.116   0.017  16.225   0.010  16.103   0.009  16.157   0.010  99.999  99.999  nickel1
 2008eo  54714.44  17.692   0.033  16.502   0.020  16.212   0.018  16.182   0.025  99.999  99.999    kait4
 2008eo  54719.19  18.118   0.046  16.760   0.014  16.329   0.019  16.032   0.015  99.999  99.999  nickel1
 2008eo  54720.35  18.210   0.072  16.792   0.023  16.368   0.025  16.159   0.029  99.999  99.999    kait4
 2008eo  54731.32  18.667   0.060  17.385   0.033  17.011   0.033  16.882   0.046  99.999  99.999    kait4
 2008eo  54734.35  18.672   0.048  17.510   0.026  17.142   0.027  17.013   0.041  99.999  99.999    kait4
 2008eo  54740.01  18.701   0.026  17.703   0.016  17.281   0.016  17.135   0.016  99.999  99.999  nickel1
 2008eo  54740.29  18.752   0.049  17.672   0.034  17.347   0.035  17.294   0.043  99.999  99.999    kait4
 2008eo  54748.27  18.800   0.066  17.869   0.039  17.608   0.045  17.593   0.048  99.999  99.999    kait4
 2008eo  54750.96  18.892   0.133  17.960   0.066  17.647   0.176  17.677   0.117  99.999  99.999  nickel1
 2008eo  54751.28  18.834   0.172  18.064   0.097  17.677   0.075  17.752   0.109  99.999  99.999    kait4
 2008eo  54775.35  19.142   0.155  18.783   0.159  18.232   0.233  18.879   0.555  99.999  99.999    kait4
 2008eo  54789.93  19.270   0.120  19.266   0.597  18.308   0.533  99.999  99.999  99.999  99.999  nickel1
 2008eq  54676.27  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.134   0.339    kait4
 2008eq  54680.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.861   0.333    kait4
 2008eq  54681.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.603   0.071    kait4
 2008eq  54684.06  18.679   0.036  18.556   0.083  18.294   0.055  17.908   0.415  99.999  99.999  nickel1
 2008eq  54686.02  18.507   0.031  18.448   0.029  18.144   0.050  18.292   0.141  99.999  99.999  nickel1
 2008eq  54688.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.140   0.115    kait4
 2008eq  54689.99  18.480   0.032  18.381   0.031  18.022   0.039  18.231   0.045  99.999  99.999  nickel1
 2008eq  54693.22  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.982   0.106    kait4
 2008eq  54694.04  18.591   0.136  18.382   0.093  17.967   0.085  18.362   0.199  99.999  99.999  nickel1
 2008eq  54697.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.381   0.374    kait4
 2008eq  54698.00  18.817   0.076  18.547   0.066  18.247   0.060  18.377   0.150  99.999  99.999  nickel1
 2008eq  54700.16  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.633   0.235    kait4
 2008eq  54703.18  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.787   0.129    kait4
 2008eq  54707.20  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.112   0.214    kait4
 2008eq  54707.96  19.945   0.088  18.997   0.065  18.713   0.088  18.842   0.195  99.999  99.999  nickel1
 2008eq  54711.95  20.229   0.096  19.405   0.080  18.795   0.063  18.985   0.113  99.999  99.999  nickel1
 2008eq  54713.94  20.640   0.123  19.487   0.078  18.750   0.063  18.841   0.085  99.999  99.999  nickel1
 2008eq  54718.92  20.746   0.412  19.698   0.222  18.753   0.140  18.799   0.147  99.999  99.999  nickel1
 2008eq  54719.88  20.699   0.279  19.699   0.117  18.920   0.089  18.713   0.091  99.999  99.999  nickel1
 2008eq  54720.17  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.530   0.325    kait4
 2008eq  54735.85  21.590   0.247  20.590   0.140  19.593   0.114  19.360   0.093  99.999  99.999  nickel1
 2008eq  54736.12  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.594   0.529    kait4
 2008eq  54740.12  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.317   0.522    kait4
 2008fk  54719.12  18.269   0.066  18.367   0.054  99.999  99.999  18.535   0.091  99.999  99.999  nickel1
 2008fk  54736.16  19.345   0.144  18.988   0.044  18.911   0.062  19.446   0.169  99.999  99.999  nickel1
 2008fk  54747.07  20.551   0.088  19.608   0.054  19.245   0.063  19.116   0.092  99.999  99.999  nickel1
 2008fk  54751.17  20.265   0.418  19.842   0.255  99.999  99.999  99.999  99.999  99.999  99.999  nickel1
 2008fk  54760.13  20.895   0.158  20.668   0.280  20.380   0.254  19.565   0.196  99.999  99.999  nickel1
 2008fu  54734.45  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.099   0.096    kait4
 2008fu  54735.43  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.874   0.075    kait4
 2008fu  54740.16  18.216   0.023  18.049   0.023  18.266   0.041  18.421   0.070  99.999  99.999  nickel1
 2008fu  54747.20  19.177   0.049  18.550   0.043  18.878   0.236  17.947   0.113  99.999  99.999  nickel1
 2008fu  54749.41  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.622   0.172    kait4
 2008fu  54754.11  19.137   0.451  18.853   0.328  19.576   0.786  18.481   0.522  99.999  99.999  nickel1
 2008fu  54783.98  19.832   1.011  19.510   0.425  20.045   1.003  18.690   0.708  99.999  99.999  nickel1
 2008fu  54785.98  20.261   0.222  20.146   0.241  20.091   0.839  19.692   0.876  99.999  99.999  nickel1
 2008fu  54787.98  20.677   0.260  20.281   0.215  20.004   0.253  99.999  99.999  99.999  99.999  nickel1
 2008fu  54789.97  20.141   0.699  19.768   0.705  99.999  99.999  99.999  99.999  99.999  99.999  nickel1
 2008fu  54799.31  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.619   0.706    kait4
 2008fu  54811.96  19.956   0.437  20.250   0.550  99.999  99.999  99.999  99.999  99.999  99.999  nickel1
 2008fu  54833.26  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.733   0.208    kait4
 2008fu  54860.16  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.552   0.442    kait4
 2008gg  54749.29  16.775   0.037  16.621   0.033  16.577   0.045  17.102   0.093  16.694   0.062    kait4
 2008gg  54751.32  16.740   0.057  16.559   0.050  16.512   0.047  17.146   0.123  99.999  99.999    kait4
 2008gg  54755.40  17.001   0.091  16.643   0.054  16.561   0.079  17.216   0.152  99.999  99.999    kait4
 2008gg  54757.31  17.087   0.044  16.667   0.037  16.647   0.045  17.467   0.261  16.793   0.056    kait4
 2008gg  54761.30  17.404   0.060  16.860   0.034  16.951   0.064  17.776   0.208  99.999  99.999    kait4
 2008gg  54764.36  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.252   0.054    kait4
 2008gg  54777.29  18.995   0.160  17.684   0.078  17.276   0.085  17.599   0.148  99.999  99.999    kait4
 2008gg  54783.99  19.293   0.306  18.155   0.206  17.491   0.092  17.670   0.317  99.999  99.999  nickel1
 2008gg  54787.26  19.430   0.214  18.153   0.076  17.723   0.073  17.676   0.083  99.999  99.999    kait4
 2008gg  54794.30  19.920   0.304  18.489   0.227  18.666   0.396  99.999  99.999  99.999  99.999    kait4
 2008gg  54800.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.542   0.164    kait4
 2008gg  54802.22  19.796   0.193  18.834   0.153  18.373   0.139  99.999  99.999  99.999  99.999    kait4
 2008gg  54806.20  19.923   0.479  18.706   0.220  18.470   0.190  18.513   0.290  99.999  99.999    kait4
 2008gg  54811.94  19.590   0.308  19.190   0.261  18.640   0.125  18.687   0.184  99.999  99.999  nickel1
 2008gg  54839.16  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.546   0.555    kait4
 2008gl  54764.34  17.087   0.035  17.066   0.051  16.906   0.076  17.045   0.111  99.999  99.999    kait4
 2008gl  54765.03  17.013   0.015  17.005   0.012  16.802   0.017  17.039   0.029  99.999  99.999  nickel1
 2008gl  54766.26  16.998   0.046  16.981   0.044  16.822   0.066  17.073   0.094  99.999  99.999    kait4
 2008gl  54773.38  17.220   0.073  17.036   0.061  16.823   0.109  17.163   0.079  99.999  99.999    kait4
 2008gl  54775.39  17.411   0.048  17.032   0.064  17.066   0.091  17.336   0.103  99.999  99.999    kait4
 2008gl  54777.27  17.655   0.066  17.156   0.048  17.180   0.067  17.739   0.158  99.999  99.999    kait4
 2008gl  54783.94  18.528   0.155  17.713   0.042  17.421   0.371  17.656   0.084  99.999  99.999  nickel1
 2008gl  54786.08  18.853   0.497  17.775   0.059  17.161   0.202  17.593   0.050  99.999  99.999  nickel1
 2008gl  54786.23  18.915   0.134  17.748   0.093  17.506   0.116  17.699   0.093  99.999  99.999    kait4
 2008gl  54787.93  18.977   0.037  17.868   0.027  17.511   0.027  17.526   0.045  99.999  99.999  nickel1
 2008gl  54811.92  21.037   0.476  19.061   0.145  18.812   0.154  18.797   0.124  99.999  99.999  nickel1
