# Full, machine-readable Table B3 from Stahl et al. 2019
# Natural System Photometry of 93 SNe Ia
#
# NULL values are denoted by 99.999
#
# ---------------------------------------------------------------------------------------------------------
SN       MJD       B      EB       V      EV       R      ER       I      EI   CLEAR  ECLEAR   system
2016fbk  57637.33  18.232   0.015  17.716   0.013  17.609   0.014  17.849   0.033  99.999  99.999  nickel2
2016fbk  57647.40  19.547   0.173  99.999  99.999  17.943   0.031  17.701   0.029  99.999  99.999  nickel2
2016fbk  57650.34  19.903   0.169  18.570   0.047  17.982   0.037  17.678   0.038  99.999  99.999  nickel2
2016fbk  57658.38  99.999  99.999  19.082   0.043  18.382   0.030  17.869   0.040  99.999  99.999  nickel2
2016fbk  57661.42  99.999  99.999  19.356   0.044  18.627   0.035  18.149   0.078  99.999  99.999  nickel2
2016fbk  57668.38  20.729   0.090  19.547   0.048  18.965   0.042  18.477   0.070  99.999  99.999  nickel2
2016fbk  57683.36  21.130   0.134  99.999  99.999  19.490   0.050  19.134   0.096  99.999  99.999  nickel2
2016fbk  57687.32  20.885   0.163  20.122   0.096  19.604   0.091  19.192   0.130  99.999  99.999  nickel2
2016fbk  57697.32  99.999  99.999  20.275   0.079  19.905   0.080  19.642   0.135  99.999  99.999  nickel2
2016fbk  57702.29  21.232   0.269  20.419   0.135  19.912   0.141  19.812   0.191  99.999  99.999  nickel2
2016fbk  57710.33  21.029   0.281  20.821   0.279  20.217   0.177  19.691   0.241  99.999  99.999  nickel2
2016fbk  57726.35  21.656   0.555  20.963   0.211  20.865   0.240  20.418   0.255  99.999  99.999  nickel2
2016fbk  57744.24  21.301   0.414  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
2016fbk  57753.23  99.999  99.999  21.205   0.398  20.528   0.446  20.628   0.650  99.999  99.999  nickel2
2016fbk  57799.15  99.999  99.999  21.313   0.384  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
2016ffh  57626.20  99.999  99.999  99.999  99.999  16.005   0.017  16.129   0.021  99.999  99.999  nickel2
2016ffh  57630.18  99.999  99.999  15.887   0.015  15.781   0.021  16.127   0.036  99.999  99.999  nickel2
2016ffh  57633.23  16.053   0.022  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
2016ffh  57637.16  16.250   0.022  15.946   0.012  15.891   0.016  16.394   0.024  99.999  99.999  nickel2
2016ffh  57647.15  99.999  99.999  16.618   0.043  16.520   0.037  16.759   0.114  99.999  99.999  nickel2
2016ffh  57650.15  99.999  99.999  16.793   0.020  16.534   0.023  16.611   0.025  99.999  99.999  nickel2
2016ffh  57668.13  18.963   0.046  17.948   0.026  17.355   0.020  17.329   0.039  99.999  99.999  nickel2
2016ffh  57813.52  20.849   0.262  99.999  99.999  21.393   0.295  99.999  99.999  99.999  99.999  nickel2
2016ffh  57827.55  21.449   0.323  21.028   0.199  21.865   0.442  99.999  99.999  99.999  99.999  nickel2
2016gcl  57647.33  16.476   0.029  16.472   0.020  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
2016gcl  57650.32  16.503   0.021  16.457   0.014  16.310   0.011  16.683   0.017  99.999  99.999  nickel2
2016gcl  57658.36  16.788   0.017  99.999  99.999  16.501   0.010  17.008   0.024  99.999  99.999  nickel2
2016gcl  57661.38  17.082   0.026  16.821   0.010  16.722   0.010  17.211   0.030  99.999  99.999  nickel2
2016gcl  57668.34  17.721   0.021  17.173   0.011  17.076   0.013  17.418   0.026  99.999  99.999  nickel2
2016gcl  57683.29  18.890   0.039  17.841   0.015  17.288   0.012  17.179   0.024  99.999  99.999  nickel2
2016gcl  57687.28  19.087   0.028  18.061   0.017  17.435   0.013  17.228   0.023  99.999  99.999  nickel2
2016gcl  57697.28  19.402   0.037  18.569   0.022  18.000   0.023  17.841   0.035  99.999  99.999  nickel2
2016gcl  57702.23  19.515   0.056  18.713   0.035  18.154   0.028  18.100   0.041  99.999  99.999  nickel2
2016gcl  57710.26  19.748   0.112  18.936   0.104  18.417   0.056  18.402   0.070  99.999  99.999  nickel2
2016gcl  57724.30  19.292   0.286  99.999  99.999  18.807   0.217  18.836   0.185  99.999  99.999  nickel2
2016gcl  57726.25  19.589   0.147  19.404   0.476  18.884   0.133  18.980   0.384  99.999  99.999  nickel2
2016gcl  57744.23  99.999  99.999  19.363   0.434  19.338   0.336  18.979   0.382  99.999  99.999  nickel2
2016gdt  57647.30  19.253   0.291  18.251   0.053  17.783   0.040  17.567   0.050  99.999  99.999  nickel2
2016gdt  57650.28  19.773   0.128  18.572   0.030  17.956   0.029  17.735   0.035  99.999  99.999  nickel2
2016gdt  57658.30  20.931   0.197  19.395   0.050  18.569   0.044  18.060   0.047  99.999  99.999  nickel2
2016gdt  57661.34  21.294   0.296  19.778   0.078  18.952   0.051  18.556   0.123  99.999  99.999  nickel2
2016gdt  57668.30  21.602   0.386  20.198   0.158  19.459   0.100  18.946   0.125  99.999  99.999  nickel2
2016gdt  57683.25  21.954   0.310  20.637   0.130  20.096   0.132  19.527   0.155  99.999  99.999  nickel2
2016gdt  57687.24  21.573   0.214  20.703   0.267  20.019   0.223  19.757   0.289  99.999  99.999  nickel2
2016gdt  57697.23  21.871   0.401  20.781   0.158  20.541   0.205  20.258   0.373  99.999  99.999  nickel2
2016gdt  57702.19  21.359   0.419  21.070   0.295  20.589   0.246  20.262   0.332  99.999  99.999  nickel2
2016gdt  57710.20  22.166   0.484  21.092   0.333  21.143   0.435  20.639   0.384  99.999  99.999  nickel2
2016hvl  57695.54  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.002   0.110    kait4
2016hvl  57697.57  17.319   0.095  17.081   0.071  99.999  99.999  99.999  99.999  16.805   0.034    kait4
2016hvl  57699.55  16.862   0.080  16.518   0.055  99.999  99.999  99.999  99.999  16.167   0.042    kait4
2016hvl  57700.57  16.585   0.024  16.308   0.015  16.039   0.016  15.817   0.027  15.974   0.014    kait4
2016hvl  57701.57  16.411   0.020  16.137   0.011  15.854   0.151  15.675   0.091  15.818   0.015    kait4
2016hvl  57702.45  16.334   0.013  16.070   0.009  15.759   0.013  15.560   0.019  99.999  99.999  nickel2
2016hvl  57702.56  16.308   0.015  16.022   0.010  15.730   0.009  15.529   0.014  15.665   0.009    kait4
2016hvl  57703.56  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.577   0.015    kait4
2016hvl  57704.57  16.090   0.017  15.828   0.014  15.528   0.013  15.335   0.018  15.473   0.011    kait4
2016hvl  57705.55  16.016   0.024  15.741   0.370  15.456   0.355  15.178   0.308  15.393   0.034    kait4
2016hvl  57706.43  16.003   0.023  15.689   0.011  15.406   0.010  15.235   0.015  15.377   0.022    kait4
2016hvl  57710.39  15.972   0.026  15.566   0.034  15.263   0.008  15.217   0.019  99.999  99.999  nickel2
2016hvl  57714.51  16.018   0.016  15.517   0.008  15.264   0.009  15.273   0.012  15.299   0.009    kait4
2016hvl  57716.55  16.172   0.016  15.562   0.008  15.317   0.008  15.357   0.013  15.378   0.011    kait4
2016hvl  57717.51  16.192   0.018  15.586   0.253  15.336   0.009  15.377   0.013  15.383   0.012    kait4
2016hvl  57721.49  16.541   0.022  15.760   0.008  15.563   0.008  15.565   0.014  15.611   0.010    kait4
2016hvl  57722.50  16.662   0.019  15.818   0.008  15.606   0.008  15.594   0.014  15.650   0.013    kait4
2016hvl  57724.48  17.007   0.016  15.995   0.014  15.706   0.015  15.489   0.047  99.999  99.999  nickel2
2016hvl  57724.49  16.897   0.033  15.967   0.015  15.711   0.017  15.582   0.027  15.734   0.020    kait4
2016hvl  57725.46  16.926   0.053  16.016   0.018  15.750   0.021  15.588   0.035  15.779   0.031    kait4
2016hvl  57726.47  17.097   0.027  16.053   0.011  15.765   0.011  15.586   0.016  15.804   0.013    kait4
2016hvl  57726.50  17.242   0.021  16.124   0.009  15.770   0.008  15.517   0.012  99.999  99.999  nickel2
2016hvl  57727.48  17.215   0.037  16.138   0.015  15.812   0.014  15.615   0.021  15.853   0.015    kait4
2016hvl  57728.51  17.296   0.034  16.172   0.013  15.827   0.011  15.589   0.016  15.873   0.012    kait4
2016hvl  57733.50  17.695   0.147  16.504   0.061  16.039   0.039  15.697   0.084  16.057   0.042    kait4
2016hvl  57740.46  18.075   0.073  16.765   0.017  16.192   0.128  15.734   0.084  16.247   0.014    kait4
2016hvl  57741.45  18.162   0.058  16.822   0.017  16.245   0.012  15.732   0.014  16.271   0.025    kait4
2016hvl  57742.47  18.139   0.071  16.879   0.018  16.270   0.013  15.735   0.015  16.288   0.020    kait4
2016hvl  57743.47  99.999  99.999  17.048   0.277  16.303   0.428  15.864   0.054  99.999  99.999    kait4
2016hvl  57744.41  18.539   0.035  17.093   0.014  16.398   0.011  15.789   0.019  99.999  99.999  nickel2
2016hvl  57744.46  18.242   0.072  17.008   0.022  16.410   0.016  15.827   0.017  16.433   0.018    kait4
2016hvl  57745.42  99.999  99.999  99.999  99.999  99.999  99.999  15.894   0.441  16.411   0.346    kait4
2016hvl  57748.41  18.545   0.231  17.199   0.022  16.628   0.016  16.063   0.065  16.643   0.019    kait4
2016hvl  57749.43  18.520   0.239  17.256   0.083  16.734   0.099  16.132   0.033  16.664   0.052    kait4
2016hvl  57750.40  18.601   0.131  17.319   0.021  16.752   0.016  16.193   0.021  16.766   0.019    kait4
2016hvl  57751.41  18.562   0.072  17.370   0.022  16.819   0.093  16.281   0.094  16.845   0.229    kait4
2016hvl  57752.41  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.839   0.499    kait4
2016hvl  57769.40  18.774   0.186  17.988   0.046  17.499   0.061  17.148   0.048  17.627   0.047    kait4
2016hvl  57770.36  18.739   0.181  17.967   0.070  17.518   0.201  17.183   0.063  17.608   0.036    kait4
2016hvl  57780.25  19.328   0.061  18.298   0.055  17.857   0.090  17.675   0.231  99.999  99.999  nickel2
2016hvl  57780.29  19.060   0.152  18.268   0.095  17.850   0.071  17.608   0.096  17.933   0.111    kait4
2016hvl  57781.32  19.176   0.138  18.191   0.052  17.822   0.038  17.676   0.115  17.939   0.066    kait4
2016hvl  57782.31  19.115   0.170  18.301   0.075  17.911   0.036  17.774   0.087  17.945   0.069    kait4
2016hvl  57783.32  19.096   0.187  18.311   0.081  17.963   0.050  17.824   0.109  17.983   0.070    kait4
2016hvl  57784.34  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.110   0.120    kait4
2016hvl  57785.24  19.485   0.218  18.331   0.045  17.995   0.106  17.981   0.161  99.999  99.999  nickel2
2016hvl  57796.34  99.999  99.999  18.423   0.181  18.136   0.159  18.225   0.312  18.412   0.149    kait4
2016hvl  57797.33  99.999  99.999  18.448   0.197  18.259   0.178  99.999  99.999  18.373   0.286    kait4
2016hvl  57799.30  99.999  99.999  18.684   0.230  18.363   0.200  18.646   0.450  18.369   0.183    kait4
2016hvl  57799.31  19.446   0.129  18.711   0.073  18.424   0.098  18.390   0.359  99.999  99.999  nickel2
2016hvl  57809.25  19.507   0.297  18.779   0.112  18.728   0.174  18.769   0.260  18.727   0.205    kait4
2016hvl  57813.24  19.706   0.212  18.900   0.126  18.812   0.089  18.833   0.187  19.065   0.225    kait4
2016hvl  57813.26  19.859   0.046  99.999  99.999  18.852   0.242  18.848   0.526  99.999  99.999  nickel2
2016hvl  57814.23  19.449   0.271  18.970   0.219  18.874   0.122  18.913   0.340  18.897   0.609    kait4
2016hvl  57815.20  19.594   0.262  19.074   0.135  18.824   0.129  18.724   0.280  18.954   0.217    kait4
2016hvl  57816.24  19.588   0.264  19.129   0.202  18.984   0.235  18.809   0.372  18.919   0.135    kait4
2016hvl  57821.20  19.857   0.159  19.191   0.180  19.002   0.357  99.999  99.999  99.999  99.999  nickel2
2016hvl  57823.20  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.244   0.462    kait4
2016hvl  57824.22  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.854   0.414    kait4
2016hvl  57825.19  19.568   0.375  19.302   0.201  19.408   0.212  19.292   0.414  19.204   0.334    kait4
2016hvl  57826.18  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.120   0.234    kait4
2016hvl  57827.21  19.910   0.063  19.235   0.049  19.122   0.080  19.132   0.289  99.999  99.999  nickel2
2016hvl  57827.22  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.642   0.559    kait4
2016hvl  57829.23  19.671   0.240  19.367   0.161  19.243   0.189  19.276   0.338  19.378   0.346    kait4
2016hvl  57829.23  20.063   0.060  19.358   0.164  19.381   0.098  19.422   0.141  99.999  99.999  nickel2
2016hvl  57830.21  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.954   0.347    kait4
2016hvl  57838.19  20.186   0.086  19.536   0.071  19.581   0.395  19.756   0.480  99.999  99.999  nickel2
2016hvl  57841.18  19.598   0.323  19.511   0.227  19.397   0.259  19.165   0.492  19.627   0.239    kait4
2016hvl  57843.27  20.285   0.219  19.635   0.294  19.641   0.602  99.999  99.999  99.999  99.999  nickel2
2016hvl  57853.20  99.999  99.999  19.769   0.478  20.016   0.644  20.067   0.702  99.999  99.999  nickel2
2016hvl  57872.18  20.428   0.239  19.996   0.331  20.291   0.695  99.999  99.999  99.999  99.999  nickel2
2017cfd  57828.30  18.280   0.179  18.214   0.241  99.999  99.999  99.999  99.999  18.930   0.072    kait4
2017cfd  57829.18  18.277   0.085  18.281   0.158  17.798   0.103  18.530   0.228  18.258   0.196    kait4
2017cfd  57830.33  17.178   0.040  17.398   0.082  16.774   0.044  17.186   0.111  17.748   0.240    kait4
2017cfd  57831.28  17.041   0.255  16.632   0.182  16.772   0.191  16.917   0.361  16.642   0.100    kait4
2017cfd  57840.31  15.066   0.013  15.003   0.010  14.827   0.009  14.857   0.013  14.732   0.016    kait4
2017cfd  57841.29  15.052   0.011  14.939   0.006  99.999  99.999  99.999  99.999  14.720   0.010    kait4
2017cfd  57843.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.726   0.017    kait4
2017cfd  57844.30  14.985   0.011  14.880   0.010  14.751   0.012  15.007   0.023  14.701   0.018    kait4
2017cfd  57845.23  14.957   0.012  14.861   0.011  14.765   0.013  15.058   0.021  99.999  99.999    kait4
2017cfd  57849.26  99.999  99.999  14.754   0.151  14.974   0.142  15.435   0.300  99.999  99.999    kait4
2017cfd  57853.28  15.519   0.025  15.174   0.019  15.176   0.023  15.474   0.101  15.134   0.022    kait4
2017cfd  57864.22  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.434   0.201    kait4
2017cfd  57872.19  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.541   0.136    kait4
2017cfd  57878.20  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.064   0.221    kait4
2017cfd  57881.21  18.558   0.203  16.963   0.078  16.022   0.049  15.590   0.222  17.368   0.201    kait4
2017cfd  57883.21  18.328   0.158  17.130   0.070  16.384   0.045  15.613   0.071  17.476   0.262    kait4
2017cfd  57887.18  18.837   0.310  17.476   0.202  99.999  99.999  99.999  99.999  99.999  99.999    kait4
2017cfd  57889.20  19.101   0.228  17.406   0.117  16.745   0.098  15.859   0.113  99.999  99.999    kait4
2017cfd  57891.20  18.668   0.136  17.749   0.109  16.755   0.054  99.999  99.999  17.880   0.235    kait4
2017cfd  57893.19  18.793   0.151  99.999  99.999  17.129   0.116  99.999  99.999  17.974   0.300    kait4
2017drh  57878.37  99.999  99.999  17.732   0.189  16.853   0.142  15.994   0.039  99.999  99.999  nickel2
2017drh  57882.34  17.816   0.034  16.608   0.014  15.632   0.009  14.845   0.009  99.999  99.999  nickel2
2017drh  57883.35  17.644   0.126  16.380   0.041  15.472   0.023  14.729   0.023  15.424   0.023    kait4
2017drh  57884.37  17.350   0.133  16.212   0.026  15.347   0.014  14.621   0.017  15.334   0.020    kait4
2017drh  57888.39  17.035   0.064  15.873   0.168  15.096   0.012  14.497   0.015  15.109   0.022    kait4
2017drh  57889.49  17.025   0.054  15.839   0.018  15.109   0.020  14.529   0.013  15.142   0.017    kait4
2017drh  57891.36  17.192   0.016  15.905   0.008  15.085   0.006  14.532   0.008  99.999  99.999  nickel2
2017drh  57892.50  16.976   0.069  15.832   0.021  15.086   0.013  14.608   0.015  15.161   0.023    kait4
2017drh  57893.49  17.069   0.040  15.819   0.014  15.085   0.012  14.622   0.012  15.159   0.013    kait4
2017drh  57896.36  17.461   0.018  15.975   0.008  15.218   0.008  14.709   0.009  99.999  99.999  nickel2
2017drh  57896.50  17.347   0.132  15.950   0.022  15.254   0.017  14.758   0.024  15.312   0.017    kait4
2017drh  57897.49  17.358   0.073  15.980   0.035  15.317   0.017  14.854   0.024  15.385   0.020    kait4
2017drh  57898.37  17.675   0.026  16.094   0.013  15.365   0.008  14.814   0.012  99.999  99.999  nickel2
2017drh  57898.48  17.477   0.198  16.028   0.017  15.390   0.013  14.886   0.015  15.452   0.016    kait4
2017drh  57900.47  17.574   0.048  16.155   0.016  15.513   0.010  14.956   0.013  15.519   0.020    kait4
2017drh  57901.47  17.698   0.050  16.226   0.025  99.999  99.999  14.945   0.014  15.561   0.021    kait4
2017drh  57902.47  17.822   0.054  16.276   0.025  15.582   0.020  14.925   0.021  15.581   0.015    kait4
2017drh  57903.35  18.275   0.043  16.457   0.013  15.633   0.008  14.835   0.009  99.999  99.999  nickel2
2017drh  57903.48  17.946   0.062  16.379   0.016  15.636   0.011  14.917   0.013  15.580   0.017    kait4
2017drh  57905.47  18.191   0.123  16.501   0.026  15.676   0.017  14.873   0.015  15.599   0.025    kait4
2017drh  57906.46  18.299   0.147  16.575   0.023  99.999  99.999  14.867   0.015  15.620   0.022    kait4
2017drh  57908.46  18.546   0.147  16.661   0.019  15.717   0.014  14.831   0.012  15.636   0.022    kait4
2017drh  57909.46  18.606   0.151  16.707   0.025  15.745   0.012  14.835   0.013  15.649   0.020    kait4
2017drh  57910.31  19.090   0.078  16.861   0.013  99.999  99.999  14.744   0.008  99.999  99.999  nickel2
2017drh  57910.45  18.834   0.152  16.776   0.028  15.788   0.022  14.850   0.019  15.665   0.047    kait4
2017drh  57911.45  18.951   0.184  16.776   0.031  15.812   0.020  14.831   0.019  15.700   0.036    kait4
2017drh  57917.44  99.999  99.999  17.195   0.040  16.107   0.018  14.983   0.015  15.906   0.031    kait4
2017drh  57918.45  19.301   0.216  17.329   0.040  16.188   0.018  15.043   0.016  15.981   0.024    kait4
2017drh  57919.43  19.213   0.191  17.354   0.034  16.280   0.018  15.140   0.017  16.064   0.036    kait4
2017drh  57920.43  19.240   0.185  17.401   0.206  16.357   0.020  15.230   0.016  16.116   0.030    kait4
2017drh  57921.42  19.403   0.188  17.443   0.039  16.432   0.024  15.281   0.020  16.213   0.033    kait4
2017drh  57922.43  19.504   0.284  17.517   0.047  16.483   0.024  15.356   0.017  16.268   0.025    kait4
2017drh  57923.45  19.589   0.302  17.594   0.074  16.586   0.025  15.444   0.023  16.308   0.026    kait4
2017drh  57924.36  20.023   0.138  17.722   0.025  16.616   0.012  15.409   0.012  99.999  99.999  nickel2
2017drh  57924.41  19.349   0.218  17.666   0.044  16.607   0.023  15.521   0.017  16.399   0.046    kait4
2017drh  57925.36  20.076   0.128  17.767   0.024  16.671   0.017  15.476   0.011  99.999  99.999  nickel2
2017drh  57926.42  19.670   0.288  17.686   0.062  16.736   0.034  15.639   0.024  16.497   0.030    kait4
2017drh  57928.36  20.162   0.159  17.881   0.027  16.813   0.014  15.648   0.010  99.999  99.999  nickel2
2017drh  57928.41  19.808   0.272  17.788   0.050  16.803   0.026  15.740   0.022  16.629   0.031    kait4
2017drh  57930.41  19.825   0.258  17.816   0.058  16.875   0.027  15.862   0.020  16.715   0.036    kait4
2017drh  57932.41  19.792   0.308  17.946   0.080  16.958   0.041  15.965   0.030  16.773   0.069    kait4
2017drh  57933.34  20.254   0.196  18.050   0.037  17.004   0.019  15.904   0.014  99.999  99.999  nickel2
2017drh  57934.39  19.498   0.290  17.968   0.052  17.033   0.031  16.065   0.025  16.867   0.038    kait4
2017drh  57936.38  19.636   0.283  18.056   0.058  17.150   0.036  16.148   0.027  16.980   0.051    kait4
2017drh  57938.38  99.999  99.999  18.161   0.138  17.196   0.047  16.249   0.033  17.056   0.058    kait4
2017drh  57944.37  99.999  99.999  18.144   0.136  17.359   0.152  16.567   0.041  17.232   0.046    kait4
2017drh  57946.38  19.934   0.405  18.270   0.121  17.533   0.047  16.672   0.042  17.311   0.048    kait4
2017drh  57947.39  99.999  99.999  18.363   0.159  17.520   0.072  16.638   0.080  17.344   0.090    kait4
2017drh  57948.38  19.679   0.423  18.343   0.140  17.476   0.067  16.667   0.069  17.374   0.070    kait4
2017drh  57950.34  19.934   0.413  18.367   0.140  17.611   0.060  16.769   0.050  17.526   0.081    kait4
2017drh  57952.34  99.999  99.999  18.455   0.090  17.676   0.048  16.872   0.040  17.583   0.068    kait4
2017drh  57954.33  19.911   0.285  18.524   0.148  17.745   0.151  16.928   0.054  17.604   0.071    kait4
2017drh  57956.33  20.298   0.424  18.584   0.110  17.829   0.068  17.068   0.061  17.689   0.074    kait4
2017drh  57958.33  20.070   0.390  18.713   0.148  17.816   0.079  17.075   0.080  17.775   0.093    kait4
2017drh  57959.32  20.534   0.223  18.754   0.067  17.913   0.037  17.119   0.030  99.999  99.999  nickel2
2017drh  57960.32  19.864   0.419  18.716   0.127  17.971   0.070  17.165   0.127  17.860   0.116    kait4
2017drh  57962.34  19.898   0.427  18.701   0.156  18.042   0.075  17.326   0.191  17.909   0.087    kait4
2017drh  57964.31  20.181   0.325  18.729   0.104  18.040   0.064  17.373   0.074  17.948   0.135    kait4
2017drh  57966.31  19.976   0.558  18.715   0.131  18.220   0.087  17.486   0.079  18.127   0.096    kait4
2017drh  57966.31  20.725   0.271  18.905   0.068  18.140   0.044  17.356   0.036  99.999  99.999  nickel2
2017drh  57970.31  99.999  99.999  18.904   0.280  18.250   0.184  17.689   0.254  18.226   0.174    kait4
2017drh  57972.30  99.999  99.999  19.081   0.284  18.153   0.141  17.730   0.208  18.214   0.171    kait4
2017drh  57974.30  99.999  99.999  19.258   0.228  18.447   0.176  17.730   0.135  18.225   0.136    kait4
2017drh  57976.29  99.999  99.999  19.264   0.280  18.341   0.164  17.806   0.152  18.198   0.138    kait4
2017drh  57978.30  99.999  99.999  18.943   0.202  18.392   0.151  17.975   0.157  18.343   0.543    kait4
2017drh  57981.30  99.999  99.999  19.374   0.229  18.550   0.151  18.003   0.220  18.438   0.191    kait4
2017drh  57983.28  99.999  99.999  19.330   0.246  18.602   0.160  17.991   0.198  18.410   0.183    kait4
2017drh  57983.33  20.802   0.493  19.483   0.251  18.647   0.141  17.995   0.097  99.999  99.999  nickel2
2017drh  57985.28  20.190   0.569  19.337   0.282  18.678   0.150  17.975   0.190  18.533   0.173    kait4
2017drh  57987.19  99.999  99.999  19.386   0.215  18.805   0.139  18.092   0.153  18.519   0.150    kait4
2017drh  57989.19  99.999  99.999  19.396   0.268  18.785   0.203  18.311   0.217  18.585   0.243    kait4
2017drh  57991.25  99.999  99.999  19.416   0.376  18.893   0.288  18.514   0.414  18.698   0.232    kait4
2017drh  57993.26  99.999  99.999  19.458   0.301  18.952   0.237  18.065   0.260  18.662   0.377    kait4
2017drh  57994.26  21.200   0.447  19.712   0.171  18.961   0.093  18.309   0.097  99.999  99.999  nickel2
2017drh  57995.19  99.999  99.999  19.286   0.569  18.971   0.365  17.998   0.469  18.801   0.588    kait4
2017drh  57997.18  99.999  99.999  19.158   0.624  99.999  99.999  99.999  99.999  99.999  99.999    kait4
2017drh  58003.16  99.999  99.999  99.999  99.999  19.299   0.369  18.443   0.216  18.989   0.270    kait4
2017drh  58004.25  21.061   0.519  19.744   0.262  19.272   0.234  18.648   0.190  99.999  99.999  nickel2
2017drh  58005.16  99.999  99.999  19.758   0.352  19.268   0.270  18.741   0.216  19.016   0.250    kait4
2017drh  58006.20  99.999  99.999  19.480   0.308  18.998   0.271  18.414   0.236  18.975   0.354    kait4
2017drh  58007.21  99.999  99.999  19.819   0.552  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
2017drh  58009.22  20.979   0.370  19.783   0.157  19.431   0.156  18.737   0.139  99.999  99.999  nickel2
2017drh  58010.16  99.999  99.999  19.752   0.489  19.347   0.261  18.885   0.402  18.882   0.237    kait4
2017drh  58012.16  99.999  99.999  19.816   0.901  19.286   0.304  18.496   0.401  99.999  99.999    kait4
2017drh  58014.15  99.999  99.999  19.562   0.376  19.448   0.330  18.491   0.454  19.060   0.351    kait4
2017drh  58016.22  21.139   0.430  99.999  99.999  19.511   0.234  18.786   0.262  99.999  99.999  nickel2
2017drh  58019.15  99.999  99.999  19.954   0.583  19.471   0.341  19.049   0.387  19.120   0.641    kait4
2017drh  58021.18  99.999  99.999  19.249   0.405  18.983   0.415  99.999  99.999  99.999  99.999    kait4
2017drh  58022.23  21.529   0.503  20.306   0.298  19.700   0.259  99.999  99.999  99.999  99.999  nickel2
2017drh  58023.14  99.999  99.999  19.434   0.402  19.536   0.394  19.123   1.290  19.148   0.473    kait4
2017drh  58025.14  99.999  99.999  19.956   0.425  19.434   0.655  99.999  99.999  19.485   0.483    kait4
2017drh  58027.16  99.999  99.999  19.671   1.048  19.036   0.688  99.999  99.999  99.999  99.999    kait4
2017drh  58027.19  99.999  99.999  99.999  99.999  19.958   0.285  99.999  99.999  99.999  99.999  nickel2
2017drh  58029.13  99.999  99.999  19.362   0.370  19.601   0.377  99.999  99.999  19.163   0.400    kait4
2017drh  58031.13  99.999  99.999  19.854   1.347  19.506   0.326  99.999  99.999  19.353   0.481    kait4
2017drh  58033.12  99.999  99.999  19.917   0.515  19.855   0.402  18.949   0.542  19.372   0.288    kait4
2017drh  58033.18  99.999  99.999  20.345   0.264  20.149   0.282  19.431   0.201  99.999  99.999  nickel2
2017drh  58037.12  99.999  99.999  19.563   0.282  19.431   0.366  99.999  99.999  99.999  99.999    kait4
2017drh  58043.11  99.999  99.999  19.747   0.555  99.999  99.999  19.594   0.593  19.653   0.343    kait4
2017drh  58045.11  99.999  99.999  19.551   0.304  19.851   0.348  99.999  99.999  19.415   0.444    kait4
2017drh  58048.12  99.999  99.999  99.999  99.999  19.881   0.715  99.999  99.999  99.999  99.999    kait4
2017drh  58050.11  99.999  99.999  19.671   0.630  99.999  99.999  99.999  99.999  99.999  99.999    kait4
2017drh  58052.11  99.999  99.999  99.999  99.999  19.572   0.488  99.999  99.999  99.999  99.999    kait4
2017drh  58054.10  99.999  99.999  19.688   0.395  99.999  99.999  99.999  99.999  99.999  99.999    kait4
2017drh  58054.13  99.999  99.999  20.628   0.366  20.542   0.462  19.436   0.387  99.999  99.999  nickel2
2017drh  58056.10  99.999  99.999  19.702   0.573  99.999  99.999  99.999  99.999  99.999  99.999    kait4
2017drh  58058.10  99.999  99.999  99.999  99.999  19.851   0.684  99.999  99.999  99.999  99.999    kait4
2017drh  58063.09  99.999  99.999  99.999  99.999  19.668   1.124  99.999  99.999  99.999  99.999    kait4
2017drh  58069.09  99.999  99.999  19.857   0.990  99.999  99.999  99.999  99.999  19.861   0.523    kait4
2017dws  57871.51  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.765   0.274    kait4
2017dws  57873.51  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.850   0.144    kait4
2017dws  57876.50  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.648   0.105    kait4
2017dws  57877.29  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.450   0.054    kait4
2017dws  57878.32  99.999  99.999  18.780   0.050  18.635   0.036  18.943   0.498  99.999  99.999  nickel2
