# Full, machine-readable Table B3 from Stahl et al. 2019
# Natural System Photometry of 93 SNe Ia
#
# NULL values are denoted by 99.999
#
# ---------------------------------------------------------------------------------------------------------
SN       MJD       B      EB       V      EV       R      ER       I      EI   CLEAR  ECLEAR   system
 2009eq  55004.44  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.240   0.100    kait4
 2009eq  55006.40  99.999  99.999  20.163   0.277  19.445   0.149  18.743   0.148  19.281   0.077    kait4
 2009eq  55008.41  99.999  99.999  19.964   0.238  19.311   0.116  18.741   0.141  19.353   0.070    kait4
 2009eq  55014.43  99.999  99.999  20.373   0.350  19.647   0.154  19.322   0.424  19.479   0.102    kait4
 2009eq  55015.15  21.527   0.361  20.312   0.130  19.602   0.077  99.999  99.999  99.999  99.999  nickel2
 2009eq  55019.15  99.999  99.999  20.051   0.236  19.800   0.206  19.028   0.123  99.999  99.999  nickel2
 2009eq  55022.37  99.999  99.999  20.221   0.413  20.271   0.455  19.092   0.335  19.603   0.141    kait4
 2009eq  55025.15  99.999  99.999  20.537   0.235  20.179   0.222  19.146   0.162  99.999  99.999  nickel2
 2009eq  55026.39  99.999  99.999  20.540   0.449  20.026   0.247  19.210   0.207  19.842   0.147    kait4
 2009eq  55028.31  99.999  99.999  21.148   0.496  20.128   0.238  19.625   0.249  20.027   0.146    kait4
 2009eq  55030.40  99.999  99.999  20.470   0.271  19.961   0.197  19.475   0.243  19.875   0.099    kait4
 2009eq  55032.16  21.480   0.325  20.878   0.250  20.255   0.153  19.213   0.179  99.999  99.999  nickel2
 2009eq  55032.36  99.999  99.999  20.898   0.403  20.121   0.209  19.530   0.340  19.914   0.115    kait4
 2009eq  55034.07  22.150   0.528  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2009eq  55034.35  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.078   0.112    kait4
 2009eq  55038.29  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.200   0.119    kait4
 2009eq  55040.10  21.876   0.371  20.875   0.197  20.393   0.248  19.420   0.171  99.999  99.999  nickel2
 2009eq  55042.07  21.696   0.210  20.821   0.139  20.558   0.138  19.566   0.142  99.999  99.999  nickel2
 2009eq  55042.38  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  20.399   0.165    kait4
 2009eq  55047.07  21.432   0.539  21.634   0.565  21.129   0.553  19.284   0.187  99.999  99.999  nickel2
 2009eq  55064.05  21.855   0.316  21.350   0.250  20.970   0.216  19.891   0.180  99.999  99.999  nickel2
 2009eq  55068.04  22.165   0.320  21.553   0.259  21.213   0.214  19.959   0.119  99.999  99.999  nickel2
 2009eu  54978.42  18.207   0.045  18.081   0.056  17.823   0.061  17.776   0.080  17.742   0.071    kait4
 2009eu  54980.36  17.925   0.149  17.549   0.289  17.545   0.092  17.574   0.080  99.999  99.999    kait4
 2009eu  54982.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.339   0.078    kait4
 2009eu  54984.43  17.644   0.071  17.557   0.071  17.255   0.085  17.332   0.105  99.999  99.999    kait4
 2009eu  54986.35  17.708   0.092  17.480   0.056  17.298   0.051  17.299   0.091  99.999  99.999    kait4
 2009eu  54989.36  99.999  99.999  17.591   0.087  17.438   0.089  17.699   0.178  99.999  99.999    kait4
 2009eu  54990.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.694   0.148    kait4
 2009eu  54991.37  18.501   0.161  17.795   0.072  17.583   0.088  17.638   0.079  99.999  99.999    kait4
 2009eu  54993.37  18.595   0.124  17.850   0.072  17.580   0.064  17.751   0.128  99.999  99.999    kait4
 2009eu  54996.34  19.192   0.133  18.133   0.075  17.764   0.067  17.686   0.082  99.999  99.999    kait4
 2009eu  54997.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.824   0.121    kait4
 2009eu  55002.32  19.726   0.204  18.611   0.087  18.105   0.086  17.733   0.098  99.999  99.999    kait4
 2009eu  55003.35  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.540   0.303    kait4
 2009eu  55005.31  19.702   0.310  18.949   0.128  18.383   0.123  17.959   0.135  99.999  99.999    kait4
 2009eu  55008.32  19.777   0.239  19.227   0.170  18.681   0.113  18.325   0.119  18.581   0.156    kait4
 2009eu  55015.09  99.999  99.999  99.999  99.999  99.999  99.999  18.670   0.103  99.999  99.999  nickel2
 2009eu  55015.30  20.173   0.464  19.510   0.241  18.944   0.281  99.999  99.999  99.999  99.999    kait4
 2009eu  55019.09  99.999  99.999  19.713   0.208  19.095   0.118  18.872   0.146  99.999  99.999  nickel2
 2009eu  55022.27  99.999  99.999  20.041   0.422  19.230   0.198  19.186   0.364  99.999  99.999    kait4
 2009eu  55025.10  20.791   0.330  19.595   0.203  19.329   0.120  19.116   0.160  99.999  99.999  nickel2
 2009eu  55025.20  99.999  99.999  19.759   0.264  19.289   0.215  99.999  99.999  99.999  99.999    kait4
 2009eu  55026.35  99.999  99.999  19.692   0.232  19.325   0.151  19.075   0.309  99.999  99.999    kait4
 2009eu  55027.31  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.860   0.390    kait4
 2009eu  55029.28  20.647   0.488  99.999  99.999  19.568   0.199  19.147   0.376  99.999  99.999    kait4
 2009eu  55032.09  20.875   0.151  20.152   0.140  19.585   0.101  19.735   0.239  99.999  99.999  nickel2
 2009eu  55032.22  20.690   0.476  19.883   0.513  19.778   0.271  19.589   0.406  99.999  99.999    kait4
 2009eu  55033.98  99.999  99.999  19.977   0.140  99.999  99.999  99.999  99.999  99.999  99.999  nickel2
 2009eu  55035.26  20.774   0.325  20.196   0.330  19.723   0.168  19.272   0.251  99.999  99.999    kait4
 2009eu  55038.19  20.905   0.542  20.016   0.289  20.099   0.331  19.427   0.381  99.999  99.999    kait4
 2009eu  55040.04  20.907   0.276  99.999  99.999  19.846   0.176  19.795   0.379  99.999  99.999  nickel2
 2009eu  55041.20  99.999  99.999  20.169   0.508  20.164   0.412  99.999  99.999  99.999  99.999    kait4
 2009eu  55042.00  21.253   0.297  20.511   0.208  19.919   0.147  20.346   0.343  99.999  99.999  nickel2
 2009eu  55044.22  99.999  99.999  20.218   0.357  19.833   0.311  99.999  99.999  19.776   0.612    kait4
 2009eu  55047.01  21.285   0.703  20.408   0.420  20.007   0.259  20.275   0.498  99.999  99.999  nickel2
 2009fv  54981.44  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.265   0.497    kait4
 2009fv  54989.37  99.999  99.999  17.705   0.133  17.649   0.199  99.999  99.999  99.999  99.999    kait4
 2009fv  54990.40  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.068   0.099    kait4
 2009fv  54991.38  16.975   0.038  16.961   0.046  16.729   0.052  17.277   0.116  99.999  99.999    kait4
 2009fv  54993.39  16.929   0.040  16.867   0.048  16.817   0.073  16.606   0.094  99.999  99.999    kait4
 2009fv  54996.36  16.914   0.029  16.763   0.045  16.556   0.045  16.714   0.089  16.721   0.065    kait4
 2009fv  54998.41  17.038   0.035  16.787   0.048  16.549   0.067  99.999  99.999  99.999  99.999    kait4
 2009fv  54999.13  17.215   0.014  16.900   0.030  16.674   0.017  16.805   0.147  99.999  99.999  nickel2
 2009fv  55001.36  17.447   0.057  16.829   0.044  16.708   0.074  16.706   0.109  99.999  99.999    kait4
 2009fv  55002.36  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.415   0.196    kait4
 2009fv  55003.33  18.472   0.213  99.999  99.999  99.999  99.999  18.151   0.369  99.999  99.999    kait4
 2009fv  55005.32  99.999  99.999  16.869   0.065  16.678   0.112  17.716   0.231  99.999  99.999    kait4
 2009fv  55007.35  18.473   0.177  17.190   0.085  16.952   0.088  17.894   0.198  17.296   0.129    kait4
 2009fv  55009.32  18.865   0.187  17.357   0.112  16.817   0.081  17.784   0.526  99.999  99.999    kait4
 2009fv  55014.35  18.988   0.219  18.222   0.262  17.289   0.145  17.725   0.187  99.999  99.999    kait4
 2009fv  55015.12  18.961   0.048  17.896   0.039  17.284   0.028  17.077   0.048  99.999  99.999  nickel2
 2009fv  55019.11  99.999  99.999  18.134   0.064  17.436   0.039  17.128   0.046  99.999  99.999  nickel2
 2009fv  55022.28  99.999  99.999  18.780   0.263  18.227   0.223  18.012   0.270  99.999  99.999    kait4
 2009fv  55024.34  99.999  99.999  99.999  99.999  17.896   0.407  17.332   0.620  99.999  99.999    kait4
 2009fv  55025.12  19.710   0.197  18.395   0.084  99.999  99.999  17.304   0.066  99.999  99.999  nickel2
 2009fv  55026.32  19.616   0.305  18.828   0.217  17.885   0.080  17.870   0.176  99.999  99.999    kait4
 2009fv  55027.31  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.045   0.115    kait4
 2009fv  55028.23  19.517   0.206  18.909   0.180  18.490   0.222  18.030   0.209  99.999  99.999    kait4
 2009fv  55030.32  19.758   0.294  18.867   0.155  18.260   0.156  17.980   0.209  99.999  99.999    kait4
 2009fv  55032.11  19.715   0.076  18.665   0.045  18.037   0.055  17.605   0.055  99.999  99.999  nickel2
 2009fv  55032.24  19.671   0.290  19.235   0.226  18.859   0.205  18.506   0.261  99.999  99.999    kait4
 2009fv  55034.02  19.846   0.091  18.702   0.049  99.999  99.999  17.826   0.116  99.999  99.999  nickel2
 2009fv  55034.22  20.077   0.336  19.173   0.240  18.800   0.286  99.999  99.999  99.999  99.999    kait4
 2009fv  55038.22  19.707   0.254  19.221   0.209  18.710   0.233  18.390   0.247  99.999  99.999    kait4
 2009fv  55040.07  19.889   0.111  99.999  99.999  18.303   0.052  17.955   0.089  99.999  99.999  nickel2
 2009fv  55042.02  19.892   0.082  18.950   0.056  18.354   0.050  18.048   0.072  99.999  99.999  nickel2
 2009fv  55043.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.980   0.325    kait4
 2009fv  55046.21  19.584   0.354  19.208   0.238  18.871   0.224  18.407   0.331  99.999  99.999    kait4
 2009fv  55047.02  19.834   0.179  19.124   0.103  18.439   0.095  18.203   0.107  99.999  99.999  nickel2
 2009fv  55047.26  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.274   0.513    kait4
 2009fv  55050.19  19.712   0.362  19.624   0.400  19.150   0.284  18.502   0.246  99.999  99.999    kait4
 2009fv  55055.20  19.836   0.304  19.665   0.333  19.217   0.209  18.599   0.281  99.999  99.999    kait4
 2009fv  55056.23  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.077   0.362    kait4
 2009fv  55059.20  99.999  99.999  19.666   0.235  19.376   0.288  19.144   0.315  99.999  99.999    kait4
 2009fv  55061.22  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.070   0.243    kait4
 2009fv  55063.17  20.126   0.366  20.023   0.386  99.999  99.999  18.981   0.359  99.999  99.999    kait4
 2009fv  55067.98  20.311   0.105  19.453   0.124  19.049   0.081  18.949   0.171  99.999  99.999  nickel2
 2009fv  55069.20  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  19.789   0.481    kait4
 2009hn  55045.49  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.479   0.218    kait4
 2009hn  55047.17  20.075   0.285  18.717   0.170  18.429   0.051  18.556   0.106  99.999  99.999  nickel2
 2009hn  55053.51  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.494   0.308    kait4
 2009hn  55059.46  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.883   0.374    kait4
 2009hn  55063.47  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.759   0.227    kait4
 2009hn  55064.20  19.759   0.094  19.121   0.118  19.011   0.064  19.282   0.174  99.999  99.999  nickel2
 2009hn  55068.14  19.898   0.145  19.302   0.052  19.146   0.082  19.572   0.175  99.999  99.999  nickel2
 2009hn  55069.52  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.917   0.264    kait4
 2009hp  55047.19  17.761   0.038  17.115   0.032  17.013   0.015  17.056   0.033  99.999  99.999  nickel2
 2009hp  55051.48  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.451   0.272    kait4
 2009hp  55059.52  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.859   0.324    kait4
 2009hp  55068.16  20.047   0.299  18.702   0.050  18.099   0.028  99.999  99.999  99.999  99.999  nickel2
 2009hs  55041.32  18.339   0.052  18.271   0.049  18.076   0.047  17.978   0.070  18.005   0.059    kait4
 2009hs  55042.27  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.753   0.047    kait4
 2009hs  55043.27  17.922   0.052  17.847   0.040  17.700   0.035  17.525   0.062  99.999  99.999    kait4
 2009hs  55044.29  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.456   0.079    kait4
 2009hs  55045.25  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.292   0.048    kait4
 2009hs  55046.23  17.577   0.052  17.536   0.049  17.295   0.038  17.265   0.051  99.999  99.999    kait4
 2009hs  55048.30  17.447   0.065  17.380   0.050  17.165   0.039  17.230   0.061  17.138   0.056    kait4
 2009hs  55050.26  17.642   0.074  99.999  99.999  17.124   0.054  17.043   0.162  99.999  99.999    kait4
 2009hs  55052.24  17.723   0.065  17.314   0.042  17.151   0.036  17.311   0.058  17.156   0.066    kait4
 2009hs  55055.18  18.156   0.093  17.515   0.045  17.308   0.052  17.367   0.069  99.999  99.999    kait4
 2009hs  55056.19  18.342   0.184  17.591   0.056  17.386   0.055  17.346   0.085  17.520   0.067    kait4
 2009hs  55057.18  18.438   0.284  17.752   0.104  17.577   0.076  17.614   0.178  99.999  99.999    kait4
 2009hs  55058.23  18.770   0.102  17.852   0.041  17.507   0.038  17.450   0.057  99.999  99.999    kait4
 2009hs  55060.27  19.024   0.098  18.066   0.043  17.649   0.040  17.513   0.060  99.999  99.999    kait4
 2009hs  55061.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  17.777   0.083    kait4
 2009hs  55062.22  19.245   0.206  18.249   0.056  17.744   0.038  17.572   0.054  99.999  99.999    kait4
 2009hs  55064.25  19.633   0.134  18.407   0.057  17.878   0.041  17.612   0.053  99.999  99.999    kait4
 2009hs  55065.22  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.062   0.078    kait4
 2009hs  55067.19  19.861   0.169  18.691   0.085  18.161   0.056  17.765   0.081  99.999  99.999    kait4
 2009hs  55069.24  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  18.248   0.115    kait4
 2009hs  55070.17  20.176   0.361  19.001   0.127  18.436   0.091  17.936   0.083  99.999  99.999    kait4
 2009hs  55073.17  20.270   0.457  19.246   0.322  18.624   0.121  18.053   0.229  99.999  99.999    kait4
 2009hs  55076.16  20.224   0.632  19.520   0.225  18.778   0.104  18.436   0.157  99.999  99.999    kait4
 2009hs  55079.16  20.090   0.533  19.159   0.300  18.853   0.236  18.560   0.367  99.999  99.999    kait4
 2009hs  55082.18  20.583   0.439  19.534   0.165  18.990   0.107  18.959   0.191  99.999  99.999    kait4
 2009hs  55085.15  20.402   0.367  19.769   0.212  19.328   0.147  19.304   0.280  99.999  99.999    kait4
 2009hs  55089.18  99.999  99.999  19.668   0.282  19.316   0.183  18.968   0.155  99.999  99.999    kait4
 2009hs  55092.14  20.732   0.466  20.074   0.298  19.488   0.213  19.153   0.244  99.999  99.999    kait4
 2009hs  55095.14  20.809   0.487  20.116   0.253  19.571   0.181  19.985   0.413  99.999  99.999    kait4
 2009hs  55098.14  99.999  99.999  20.498   0.479  19.871   0.267  20.229   0.510  99.999  99.999    kait4
 2009hs  55101.13  20.450   0.440  19.959   0.262  19.928   0.258  19.337   0.268  99.999  99.999    kait4
 2009ig  55064.17  99.999  99.999  16.878   0.018  16.856   0.022  17.120   0.942  99.999  99.999  nickel2
 2009ig  55064.52  17.354   0.062  16.855   0.060  16.870   0.072  16.939   0.140  99.999  99.999    kait4
 2009ig  55065.47  16.559   0.043  16.201   0.046  16.205   0.044  16.389   0.080  99.999  99.999    kait4
 2009ig  55067.53  15.223   0.046  15.111   0.038  15.151   0.045  15.319   0.055  99.999  99.999    kait4
 2009ig  55068.20  99.999  99.999  14.757   0.017  14.700   0.012  14.782   0.018  99.999  99.999  nickel2
 2009ig  55068.51  14.836   0.039  14.773   0.033  14.772   0.051  14.906   0.049  99.999  99.999    kait4
 2009ig  55069.50  14.549   0.030  14.504   0.019  14.482   0.022  14.595   0.034  99.999  99.999    kait4
 2009ig  55070.42  14.267   0.051  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2009ig  55071.44  14.153   0.273  14.088   0.060  14.223   0.046  14.180   0.065  99.999  99.999    kait4
 2009ig  55072.46  14.010   0.030  13.951   0.023  13.988   0.022  14.130   0.032  99.999  99.999    kait4
 2009ig  55073.50  13.895   0.032  13.878   0.027  13.874   0.028  14.046   0.035  99.999  99.999    kait4
 2009ig  55074.44  13.804   0.035  13.772   0.021  13.826   0.025  14.001   0.037  99.999  99.999    kait4
 2009ig  55075.53  13.746   0.040  13.699   0.030  13.802   0.035  13.963   0.036  99.999  99.999    kait4
 2009ig  55076.51  13.689   0.034  13.651   0.032  13.699   0.028  13.958   0.044  99.999  99.999    kait4
 2009ig  55077.44  13.640   0.053  13.597   0.027  13.627   0.029  13.938   0.030  99.999  99.999    kait4
 2009ig  55079.40  99.999  99.999  13.538   0.023  13.630   0.027  13.988   0.042  99.999  99.999    kait4
 2009ig  55080.51  13.608   0.080  13.527   0.020  13.610   0.026  13.982   0.038  99.999  99.999    kait4
 2009ig  55081.43  99.999  99.999  13.481   0.028  13.642   0.048  14.002   0.039  99.999  99.999    kait4
 2009ig  55082.45  99.999  99.999  13.553   0.045  13.676   0.029  13.947   0.036  99.999  99.999    kait4
 2009ig  55083.45  99.999  99.999  13.574   0.038  13.664   0.042  14.111   0.069  99.999  99.999    kait4
 2009ig  55084.49  13.723   0.054  13.528   0.023  13.679   0.023  14.124   0.030  99.999  99.999    kait4
 2009ig  55085.43  13.763   0.046  13.551   0.017  13.694   0.025  14.146   0.032  99.999  99.999    kait4
 2009ig  55087.44  13.859   0.046  13.591   0.049  13.757   0.016  14.199   0.040  99.999  99.999    kait4
 2009ig  55089.48  13.960   0.115  13.746   0.024  13.913   0.045  14.390   0.045  99.999  99.999    kait4
 2009ig  55090.43  14.110   0.040  13.799   0.028  13.968   0.035  14.433   0.047  99.999  99.999    kait4
 2009ig  55091.43  99.999  99.999  13.961   0.074  14.137   0.069  99.999  99.999  99.999  99.999    kait4
 2009ig  55092.47  14.271   0.035  13.950   0.041  14.117   0.039  14.591   0.058  99.999  99.999    kait4
 2009ig  55093.49  14.325   0.041  14.021   0.031  14.167   0.035  14.657   0.064  99.999  99.999    kait4
 2009ig  55094.37  14.405   0.035  14.043   0.027  14.235   0.033  14.665   0.037  99.999  99.999    kait4
 2009ig  55095.46  14.531   0.041  14.084   0.023  14.276   0.019  14.678   0.029  99.999  99.999    kait4
 2009ig  55096.53  14.632   0.042  14.211   0.033  14.337   0.043  14.697   0.045  99.999  99.999    kait4
 2009ig  55097.40  14.653   0.137  14.203   0.020  14.348   0.032  14.708   0.043  99.999  99.999    kait4
 2009ig  55098.44  14.803   0.037  14.246   0.021  14.342   0.019  14.667   0.031  99.999  99.999    kait4
 2009ig  55099.45  14.934   0.039  14.296   0.034  14.340   0.034  14.664   0.036  99.999  99.999    kait4
 2009ig  55100.44  15.011   0.091  99.999  99.999  99.999  99.999  14.641   0.045  99.999  99.999    kait4
 2009ig  55101.48  15.090   0.035  14.362   0.022  14.380   0.023  14.591   0.038  99.999  99.999    kait4
 2009ig  55102.47  15.203   0.036  14.407   0.035  14.394   0.042  14.551   0.051  99.999  99.999    kait4
 2009ig  55104.46  15.337   0.036  14.486   0.029  14.400   0.033  14.520   0.042  99.999  99.999    kait4
 2009ig  55106.38  15.470   0.060  14.536   0.026  14.426   0.036  14.473   0.039  99.999  99.999    kait4
 2009ig  55112.41  16.012   0.097  14.871   0.034  14.640   0.032  99.999  99.999  99.999  99.999    kait4
 2009ig  55114.40  16.101   0.040  15.015   0.039  14.712   0.040  14.438   0.046  99.999  99.999    kait4
 2009ig  55116.46  16.202   0.220  15.114   0.027  14.895   0.034  14.632   0.065  99.999  99.999    kait4
 2009ig  55120.43  16.310   0.049  15.382   0.042  15.121   0.046  14.882   0.049  99.999  99.999    kait4
 2009ig  55123.40  16.147   0.182  15.481   0.034  15.256   0.038  15.082   0.052  99.999  99.999    kait4
 2009ig  55126.42  99.999  99.999  15.589   0.046  15.350   0.049  15.204   0.054  99.999  99.999    kait4
 2009ig  55129.31  16.395   0.079  15.689   0.052  15.475   0.054  15.350   0.087  99.999  99.999    kait4
 2009ig  55132.37  16.540   0.075  15.775   0.079  15.595   0.041  15.510   0.075  99.999  99.999    kait4
 2009ig  55133.36  16.568   0.056  15.800   0.049  15.605   0.047  15.538   0.064  99.999  99.999    kait4
 2009ig  55139.42  16.642   0.144  16.080   0.061  15.883   0.073  15.851   0.100  99.999  99.999    kait4
 2009ig  55143.32  99.999  99.999  16.104   0.058  15.945   0.055  16.062   0.089  99.999  99.999    kait4
 2009ig  55148.40  16.767   0.055  16.195   0.037  16.056   0.053  16.155   0.085  99.999  99.999    kait4
 2009ig  55154.33  16.865   0.050  16.352   0.051  16.229   0.051  16.414   0.099  99.999  99.999    kait4
 2009ig  55159.27  16.929   0.057  16.483   0.065  16.391   0.061  16.614   0.067  99.999  99.999    kait4
 2009ig  55168.32  17.134   0.065  16.672   0.055  16.642   0.060  16.913   0.125  99.999  99.999    kait4
 2009ig  55173.34  17.166   0.072  16.786   0.058  16.817   0.099  17.084   0.060  99.999  99.999    kait4
 2009ig  55182.27  17.309   0.049  17.008   0.059  17.044   0.086  17.533   0.183  99.999  99.999    kait4
 2009ig  55188.22  17.373   0.064  17.125   0.113  17.222   0.063  17.554   0.095  99.999  99.999    kait4
 2009ig  55201.22  17.628   0.069  17.390   0.076  17.543   0.120  17.652   0.169  99.999  99.999    kait4
 2009ig  55207.18  17.581   0.151  17.508   0.113  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2009ig  55229.11  17.830   0.261  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2009ig  55237.19  99.999  99.999  17.993   0.484  18.575   0.572  19.044   1.237  99.999  99.999    kait4
 2009ig  55242.13  18.325   0.151  18.019   0.215  18.259   0.408  99.999  99.999  99.999  99.999    kait4
 2009kq  55148.58  99.999  99.999  15.101   0.053  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2009kq  55150.53  14.852   0.024  14.870   0.016  14.788   0.016  14.935   0.025  99.999  99.999    kait4
 2009kq  55152.48  14.794   0.019  14.756   0.016  14.697   0.017  14.933   0.045  99.999  99.999    kait4
 2009kq  55154.56  14.702   0.017  14.663   0.013  14.624   0.015  99.999  99.999  99.999  99.999    kait4
 2009kq  55156.59  14.733   0.056  14.611   0.048  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2009kq  55158.49  14.813   0.030  14.693   0.015  14.642   0.018  15.118   0.036  99.999  99.999    kait4
 2009kq  55160.50  14.921   0.015  14.746   0.011  14.733   0.040  15.228   0.028  99.999  99.999    kait4
 2009kq  55162.45  15.080   0.072  14.787   0.031  14.842   0.022  15.335   0.050  99.999  99.999    kait4
 2009kq  55164.41  15.198   0.047  14.935   0.030  14.985   0.031  15.527   0.069  99.999  99.999    kait4
 2009kq  55166.39  15.294   0.064  15.051   0.029  15.155   0.025  15.655   0.049  99.999  99.999    kait4
 2009kq  55173.55  16.159   0.025  15.458   0.018  15.400   0.018  15.617   0.028  99.999  99.999    kait4
 2009kq  55182.47  16.996   0.040  15.950   0.025  15.594   0.037  15.397   0.024  99.999  99.999    kait4
 2009kq  55184.43  17.138   0.049  16.081   0.026  15.681   0.026  15.440   0.030  99.999  99.999    kait4
 2009kq  55188.42  17.399   0.076  16.344   0.055  15.940   0.040  15.675   0.057  99.999  99.999    kait4
 2009kq  55190.41  17.514   0.040  16.498   0.027  16.097   0.029  15.807   0.043  99.999  99.999    kait4
 2009kq  55193.55  99.999  99.999  16.588   0.058  16.253   0.037  16.130   0.115  99.999  99.999    kait4
 2009kq  55200.44  17.877   0.182  16.844   0.071  16.565   0.054  16.455   0.071  99.999  99.999    kait4
 2009kq  55205.32  17.892   0.066  16.995   0.042  16.693   0.040  16.617   0.058  99.999  99.999    kait4
 2009kq  55211.40  17.982   0.118  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2009kq  55237.38  18.367   0.108  17.817   0.080  17.703   0.099  99.999  99.999  99.999  99.999    kait4
 2009kq  55243.28  18.418   0.079  17.937   0.106  17.868   0.101  18.081   0.101  99.999  99.999    kait4
 2009kq  55246.21  18.575   0.154  17.973   0.122  17.914   0.136  18.134   0.227  99.999  99.999    kait4
 2009kq  55256.32  19.021   0.422  18.393   0.431  17.818   0.314  99.999  99.999  99.999  99.999    kait4
 2009kq  55262.24  18.750   0.099  18.355   0.101  18.465   0.142  18.726   0.185  99.999  99.999    kait4
 2009kq  55267.26  18.804   0.096  18.500   0.121  18.644   0.153  18.871   0.248  99.999  99.999    kait4
 2009kq  55272.24  18.946   0.130  18.587   0.125  18.814   0.223  18.992   0.280  99.999  99.999    kait4
 2009kq  55277.20  19.008   0.163  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999    kait4
 2009kq  55283.24  19.055   0.177  18.833   0.192  18.907   0.220  99.999  99.999  99.999  99.999    kait4
 2009kq  55290.20  19.154   0.212  18.832   0.182  19.261   0.148  19.410   0.219  99.999  99.999    kait4
 2010ao  55282.40  16.306   0.046  16.379   0.046  16.422   0.125  99.999  99.999  99.999  99.999    kait4
 2010ao  55284.41  99.999  99.999  16.057   0.102  16.063   0.117  99.999  99.999  99.999  99.999    kait4
 2010ao  55288.48  15.924   0.053  15.966   0.041  99.999  99.999  16.080   0.095  99.999  99.999    kait4
 2010ao  55293.38  16.077   0.023  16.041   0.023  15.942   0.027  16.276   0.062  99.999  99.999    kait4
 2010ao  55295.42  16.235   0.044  16.129   0.040  16.062   0.068  16.314   0.169  99.999  99.999    kait4
 2010ao  55304.41  17.204   0.063  16.690   0.066  16.660   0.075  16.712   0.086  99.999  99.999    kait4
 2010ao  55309.33  17.745   0.056  16.929   0.035  16.691   0.050  16.538   0.123  99.999  99.999    kait4
 2010ao  55317.36  18.460   0.105  17.325   0.051  16.964   0.050  16.580   0.091  99.999  99.999    kait4
 2010ao  55319.36  18.533   0.120  17.475   0.072  17.039   0.071  16.623   0.107  99.999  99.999    kait4
 2010ao  55322.40  18.656   0.332  17.723   0.229  17.639   0.219  17.121   0.287  99.999  99.999    kait4
 2010ao  55328.35  19.191   0.701  18.007   0.090  17.612   0.080  17.197   0.128  99.999  99.999    kait4
 2010ao  55330.40  18.922   0.141  18.013   0.094  17.671   0.144  17.129   0.224  99.999  99.999    kait4
 2010ao  55337.37  19.384   0.282  18.408   0.243  18.255   0.254  17.444   0.125  99.999  99.999    kait4
 2010hs  55454.49  18.878   0.231  18.768   0.044  18.641   0.045  19.028   0.170  99.999  99.999    kait4
 2010hs  55456.54  18.749   0.104  18.738   0.121  18.656   0.190  99.999  99.999  99.999  99.999    kait4
 2010hs  55458.48  99.999  99.999  18.765   0.039  18.578   0.046  18.980   0.155  99.999  99.999    kait4
 2010hs  55460.43  18.881   0.072  18.756   0.068  18.616   0.063  19.149   0.224  99.999  99.999    kait4
 2010hs  55468.39  19.317   0.230  99.999  99.999  18.767   0.288  99.999  99.999  99.999  99.999    kait4
